,product_id,product_name,category,stock_quantity,warehouse_location,stock_status,inventory_value,date_updated
860,PRD0860,Produk_860,Makanan & Minuman,426,Gudang A,Tersedia,2668806.92,2025-05-15
861,PRD0861,Produk_861,Otomotif,177,Gudang B,Tersedia,4304732.43,2025-05-15
862,PRD0862,Produk_862,Pakaian,406,Gudang B,Segera Habis,3477642.72,2025-05-10
863,PRD0863,Produk_863,Peralatan Rumah Tangga,427,Gudang B,Segera Habis,62650.1,2025-05-10
864,PRD0864,Produk_864,Elektronik,293,Gudang C,Tersedia,1976509.86,2025-05-04
865,PRD0865,Produk_865,Kesehatan,339,Gudang B,Segera Habis,4256249.98,2025-05-03
866,PRD0866,Produk_866,Kesehatan,150,Gudang A,Habis,1735835.7,2025-05-12
867,PRD0867,Produk_867,Makanan & Minuman,383,Gudang A,Tersedia,185723.72,2025-05-11
868,PRD0868,Produk_868,Pakaian,125,Gudang C,Tersedia,3733436.4,2025-05-08
869,PRD0869,Produk_869,Elektronik,300,Gudang C,Habis,4012170.97,2025-05-03
870,PRD0870,Produk_870,Pakaian,307,Gudang B,Habis,811362.54,2025-05-07
871,PRD0871,Produk_871,Elektronik,335,Gudang C,Tersedia,2691329.08,2025-05-07
872,PRD0872,Produk_872,Makanan & Minuman,433,Gudang A,Habis,967857.64,2025-05-07
873,PRD0873,Produk_873,Makanan & Minuman,233,Gudang B,Tersedia,3598979.75,2025-05-13
874,PRD0874,Produk_874,Kesehatan,379,Gudang A,Habis,1365036.77,2025-05-07
875,PRD0875,Produk_875,Pakaian,374,Gudang B,Segera Habis,1587913.46,2025-05-14
876,PRD0876,Produk_876,Otomotif,7,Gudang C,Tersedia,4226404.56,2025-05-02
877,PRD0877,Produk_877,Kesehatan,497,Gudang B,Habis,2386848.54,2025-05-10
878,PRD0878,Produk_878,Pakaian,340,Gudang B,Tersedia,3352074.71,2025-05-03
879,PRD0879,Produk_879,Kesehatan,128,Gudang A,Tersedia,2017841.52,2025-05-10
880,PRD0880,Produk_880,Otomotif,263,Gudang A,Habis,1497054.22,2025-05-09
881,PRD0881,Produk_881,Peralatan Rumah Tangga,156,Gudang B,Tersedia,3131135.52,2025-05-03
882,PRD0882,Produk_882,Peralatan Rumah Tangga,351,Gudang C,Tersedia,782739.29,2025-05-02
883,PRD0883,Produk_883,Peralatan Rumah Tangga,357,Gudang C,Tersedia,1871269.18,2025-05-09
884,PRD0884,Produk_884,Peralatan Rumah Tangga,4,Gudang A,Tersedia,1053094.82,2025-05-13
885,PRD0885,Produk_885,Elektronik,494,Gudang C,Tersedia,3482016.89,2025-05-10
886,PRD0886,Produk_886,Peralatan Rumah Tangga,85,Gudang A,Habis,4721602.1,2025-05-09
887,PRD0887,Produk_887,Otomotif,174,Gudang C,Tersedia,4977599.73,2025-05-04
888,PRD0888,Produk_888,Makanan & Minuman,289,Gudang B,Tersedia,2256881.28,2025-05-14
889,PRD0889,Produk_889,Makanan & Minuman,192,Gudang A,Tersedia,1270126.64,2025-05-12
890,PRD0890,Produk_890,Elektronik,310,Gudang A,Habis,2219718.56,2025-05-09
891,PRD0891,Produk_891,Peralatan Rumah Tangga,118,Gudang B,Segera Habis,4237874.36,2025-05-03
892,PRD0892,Produk_892,Peralatan Rumah Tangga,217,Gudang A,Segera Habis,1037968.34,2025-05-07
893,PRD0893,Produk_893,Peralatan Rumah Tangga,426,Gudang C,Habis,4760957.3,2025-05-07
894,PRD0894,Produk_894,Kesehatan,457,Gudang C,Habis,1715910.19,2025-05-15
895,PRD0895,Produk_895,Pakaian,413,Gudang A,Tersedia,4929160.26,2025-05-11
896,PRD0896,Produk_896,Kesehatan,113,Gudang C,Tersedia,4194658.35,2025-05-08
897,PRD0897,Produk_897,Pakaian,465,Gudang A,Tersedia,4044766.97,2025-05-10
898,PRD0898,Produk_898,Peralatan Rumah Tangga,144,Gudang B,Habis,1596344.32,2025-05-15
899,PRD0899,Produk_899,Peralatan Rumah Tangga,25,Gudang A,Segera Habis,53798.29,2025-05-04
900,PRD0900,Produk_900,Kesehatan,135,Gudang B,Tersedia,1916843.22,2025-05-03
901,PRD0901,Produk_901,Kesehatan,302,Gudang C,Segera Habis,1516028.75,2025-05-03
902,PRD0902,Produk_902,Pakaian,231,Gudang B,Tersedia,196610.98,2025-05-15
903,PRD0903,Produk_903,Makanan & Minuman,368,Gudang C,Tersedia,2531772.63,2025-05-12
904,PRD0904,Produk_904,Pakaian,75,Gudang A,Tersedia,2021126.24,2025-05-05
905,PRD0905,Produk_905,Kesehatan,474,Gudang C,Tersedia,3176436.77,2025-05-11
906,PRD0906,Produk_906,Otomotif,327,Gudang A,Tersedia,3109719.75,2025-05-15
907,PRD0907,Produk_907,Kesehatan,344,Gudang A,Tersedia,612525.71,2025-05-14
908,PRD0908,Produk_908,Otomotif,301,Gudang B,Tersedia,4885058.08,2025-05-01
909,PRD0909,Produk_909,Elektronik,451,Gudang B,Tersedia,942787.83,2025-05-10
910,PRD0910,Produk_910,Kesehatan,288,Gudang B,Habis,2231917.38,2025-05-03
911,PRD0911,Produk_911,Elektronik,0,Gudang B,Habis,2445706.54,2025-05-14
912,PRD0912,Produk_912,Makanan & Minuman,146,Gudang C,Segera Habis,4067183.36,2025-05-06
913,PRD0913,Produk_913,Pakaian,286,Gudang C,Tersedia,505155.68,2025-05-03
914,PRD0914,Produk_914,Otomotif,463,Gudang C,Tersedia,2148934.95,2025-05-05
915,PRD0915,Produk_915,Pakaian,141,Gudang A,Habis,3146225.83,2025-05-09
916,PRD0916,Produk_916,Elektronik,52,Gudang C,Tersedia,1083626.55,2025-05-02
917,PRD0917,Produk_917,Otomotif,303,Gudang C,Tersedia,3141064.81,2025-05-11
918,PRD0918,Produk_918,Pakaian,68,Gudang C,Tersedia,4619087.54,2025-05-02
919,PRD0919,Produk_919,Kesehatan,360,Gudang B,Tersedia,4987615.47,2025-05-12
920,PRD0920,Produk_920,Peralatan Rumah Tangga,89,Gudang C,Tersedia,171930.87,2025-05-06
921,PRD0921,Produk_921,Elektronik,445,Gudang A,Tersedia,1185585.26,2025-05-06
922,PRD0922,Produk_922,Pakaian,219,Gudang B,Tersedia,1558432.51,2025-05-11
923,PRD0923,Produk_923,Elektronik,449,Gudang A,Tersedia,2001639.24,2025-05-11
924,PRD0924,Produk_924,Elektronik,497,Gudang C,Tersedia,1218863.22,2025-05-08
925,PRD0925,Produk_925,Otomotif,191,Gudang B,Tersedia,1025405.09,2025-05-12
926,PRD0926,Produk_926,Otomotif,453,Gudang A,Tersedia,4773223.67,2025-05-13
927,PRD0927,Produk_927,Peralatan Rumah Tangga,62,Gudang C,Tersedia,4593422.8,2025-05-11
928,PRD0928,Produk_928,Kesehatan,72,Gudang A,Tersedia,244492.58,2025-05-14
929,PRD0929,Produk_929,Elektronik,160,Gudang A,Tersedia,1700676.98,2025-05-02
930,PRD0930,Produk_930,Pakaian,168,Gudang A,Tersedia,2031691.28,2025-05-09
931,PRD0931,Produk_931,Makanan & Minuman,88,Gudang C,Tersedia,1202682.53,2025-05-15
932,PRD0932,Produk_932,Elektronik,175,Gudang C,Tersedia,3148075.76,2025-05-02
933,PRD0933,Produk_933,Elektronik,268,Gudang A,Segera Habis,3205499.93,2025-05-13
934,PRD0934,Produk_934,Peralatan Rumah Tangga,72,Gudang B,Tersedia,4254016.1,2025-05-01
935,PRD0935,Produk_935,Kesehatan,244,Gudang B,Tersedia,3706937.65,2025-05-10
936,PRD0936,Produk_936,Makanan & Minuman,76,Gudang C,Tersedia,2717440.9,2025-05-02
937,PRD0937,Produk_937,Otomotif,158,Gudang C,Tersedia,3271397.98,2025-05-12
938,PRD0938,Produk_938,Otomotif,488,Gudang C,Tersedia,1377204.02,2025-05-07
939,PRD0939,Produk_939,Pakaian,458,Gudang C,Tersedia,2969350.39,2025-05-08
940,PRD0940,Produk_940,Makanan & Minuman,323,Gudang C,Habis,2451244.0,2025-05-05
941,PRD0941,Produk_941,Otomotif,97,Gudang B,Tersedia,675388.89,2025-05-06
942,PRD0942,Produk_942,Pakaian,380,Gudang C,Tersedia,1220295.94,2025-05-12
943,PRD0943,Produk_943,Kesehatan,101,Gudang A,Tersedia,1465550.32,2025-05-01
944,PRD0944,Produk_944,Pakaian,493,Gudang A,Habis,4622304.74,2025-05-15
945,PRD0945,Produk_945,Otomotif,131,Gudang B,Tersedia,1159629.33,2025-05-06
946,PRD0946,Produk_946,Peralatan Rumah Tangga,101,Gudang A,Segera Habis,1453327.08,2025-05-12
947,PRD0947,Produk_947,Peralatan Rumah Tangga,18,Gudang B,Tersedia,1853077.11,2025-05-15
948,PRD0948,Produk_948,Peralatan Rumah Tangga,453,Gudang B,Segera Habis,3322076.27,2025-05-08
949,PRD0949,Produk_949,Otomotif,481,Gudang A,Segera Habis,600009.58,2025-05-13
950,PRD0950,Produk_950,Peralatan Rumah Tangga,81,Gudang C,Tersedia,4770186.61,2025-05-03
951,PRD0951,Produk_951,Makanan & Minuman,396,Gudang A,Tersedia,4329200.39,2025-05-11
952,PRD0952,Produk_952,Kesehatan,488,Gudang A,Tersedia,2890308.2,2025-05-01
953,PRD0953,Produk_953,Pakaian,278,Gudang B,Tersedia,3373448.96,2025-05-11
954,PRD0954,Produk_954,Pakaian,338,Gudang A,Habis,93135.75,2025-05-04
955,PRD0955,Produk_955,Otomotif,364,Gudang B,Tersedia,1701334.43,2025-05-01
956,PRD0956,Produk_956,Peralatan Rumah Tangga,330,Gudang C,Tersedia,3980344.55,2025-05-14
957,PRD0957,Produk_957,Peralatan Rumah Tangga,128,Gudang C,Tersedia,396640.04,2025-05-08
958,PRD0958,Produk_958,Elektronik,343,Gudang C,Segera Habis,1418746.03,2025-05-05
959,PRD0959,Produk_959,Kesehatan,309,Gudang A,Tersedia,2930631.17,2025-05-01
960,PRD0960,Produk_960,Makanan & Minuman,454,Gudang B,Tersedia,1289501.01,2025-05-14
961,PRD0961,Produk_961,Pakaian,88,Gudang C,Tersedia,4670550.09,2025-05-08
962,PRD0962,Produk_962,Elektronik,212,Gudang B,Segera Habis,663982.57,2025-05-09
963,PRD0963,Produk_963,Elektronik,142,Gudang B,Tersedia,3988997.85,2025-05-10
964,PRD0964,Produk_964,Otomotif,64,Gudang C,Tersedia,2544663.97,2025-05-02
965,PRD0965,Produk_965,Pakaian,75,Gudang C,Tersedia,3754150.57,2025-05-09
966,PRD0966,Produk_966,Otomotif,198,Gudang B,Tersedia,1560469.49,2025-05-08
967,PRD0967,Produk_967,Makanan & Minuman,142,Gudang C,Tersedia,2577303.12,2025-05-07
968,PRD0968,Produk_968,Elektronik,404,Gudang B,Segera Habis,4285608.4,2025-05-03
969,PRD0969,Produk_969,Elektronik,402,Gudang B,Habis,2339721.71,2025-05-02
970,PRD0970,Produk_970,Kesehatan,315,Gudang C,Tersedia,1805002.11,2025-05-07
971,PRD0971,Produk_971,Makanan & Minuman,92,Gudang A,Habis,2685415.38,2025-05-15
972,PRD0972,Produk_972,Elektronik,472,Gudang C,Tersedia,3589640.14,2025-05-05
973,PRD0973,Produk_973,Makanan & Minuman,416,Gudang A,Habis,2223381.09,2025-05-06
974,PRD0974,Produk_974,Pakaian,304,Gudang B,Habis,4694996.11,2025-05-04
975,PRD0975,Produk_975,Peralatan Rumah Tangga,223,Gudang B,Tersedia,1481779.66,2025-05-02
976,PRD0976,Produk_976,Elektronik,496,Gudang A,Habis,2382563.39,2025-05-09
977,PRD0977,Produk_977,Kesehatan,290,Gudang B,Tersedia,3787069.02,2025-05-03
978,PRD0978,Produk_978,Pakaian,427,Gudang A,Tersedia,3448714.24,2025-05-12
979,PRD0979,Produk_979,Makanan & Minuman,101,Gudang A,Tersedia,4319568.85,2025-05-14
980,PRD0980,Produk_980,Otomotif,473,Gudang B,Tersedia,4984077.81,2025-05-07
981,PRD0981,Produk_981,Pakaian,266,Gudang A,Habis,2140023.06,2025-05-14
982,PRD0982,Produk_982,Elektronik,354,Gudang C,Segera Habis,564642.89,2025-05-08
983,PRD0983,Produk_983,Makanan & Minuman,455,Gudang C,Tersedia,161775.25,2025-05-02
984,PRD0984,Produk_984,Peralatan Rumah Tangga,109,Gudang B,Habis,3637115.76,2025-05-14
985,PRD0985,Produk_985,Pakaian,461,Gudang B,Habis,4371328.22,2025-05-06
986,PRD0986,Produk_986,Elektronik,329,Gudang A,Tersedia,1111355.8,2025-05-11
987,PRD0987,Produk_987,Kesehatan,449,Gudang A,Tersedia,800655.71,2025-05-08
988,PRD0988,Produk_988,Otomotif,429,Gudang A,Tersedia,320403.41,2025-05-07
989,PRD0989,Produk_989,Makanan & Minuman,264,Gudang A,Tersedia,4115287.58,2025-05-11
990,PRD0990,Produk_990,Pakaian,2,Gudang C,Segera Habis,1563795.88,2025-05-03
991,PRD0991,Produk_991,Pakaian,84,Gudang C,Tersedia,2014467.49,2025-05-01
992,PRD0992,Produk_992,Peralatan Rumah Tangga,281,Gudang B,Habis,2518723.46,2025-05-14
993,PRD0993,Produk_993,Peralatan Rumah Tangga,327,Gudang A,Tersedia,4198871.64,2025-05-06
994,PRD0994,Produk_994,Kesehatan,303,Gudang A,Tersedia,3257657.78,2025-05-08
995,PRD0995,Produk_995,Otomotif,449,Gudang B,Tersedia,3079172.5,2025-05-06
996,PRD0996,Produk_996,Kesehatan,453,Gudang A,Tersedia,886603.78,2025-05-05
997,PRD0997,Produk_997,Elektronik,411,Gudang A,Tersedia,2570817.56,2025-05-11
998,PRD0998,Produk_998,Elektronik,116,Gudang A,Tersedia,3579751.28,2025-05-12
999,PRD0999,Produk_999,Kesehatan,220,Gudang A,Tersedia,4866571.81,2025-05-08
1000,PRD1000,Produk_1000,Otomotif,153,Gudang A,Tersedia,1015017.48,2025-05-02
1001,PRD1001,Produk_1001,Kesehatan,152,Gudang B,Tersedia,57621.33,2025-05-15
1002,PRD1002,Produk_1002,Otomotif,11,Gudang A,Habis,385754.15,2025-05-12
1003,PRD1003,Produk_1003,Otomotif,132,Gudang B,Tersedia,1885503.8,2025-05-15
1004,PRD1004,Produk_1004,Makanan & Minuman,481,Gudang A,Tersedia,4104517.79,2025-05-01
1005,PRD1005,Produk_1005,Otomotif,303,Gudang C,Tersedia,45638.99,2025-05-01
1006,PRD1006,Produk_1006,Peralatan Rumah Tangga,292,Gudang C,Tersedia,2289085.66,2025-05-15
1007,PRD1007,Produk_1007,Otomotif,462,Gudang C,Segera Habis,1652860.77,2025-05-14
1008,PRD1008,Produk_1008,Otomotif,299,Gudang C,Tersedia,271883.73,2025-05-04
1009,PRD1009,Produk_1009,Otomotif,227,Gudang B,Tersedia,2256679.07,2025-05-06
1010,PRD1010,Produk_1010,Elektronik,270,Gudang B,Habis,1281196.05,2025-05-13
1011,PRD1011,Produk_1011,Peralatan Rumah Tangga,42,Gudang A,Tersedia,1765905.32,2025-05-09
1012,PRD1012,Produk_1012,Peralatan Rumah Tangga,431,Gudang C,Tersedia,3531020.37,2025-05-01
1013,PRD1013,Produk_1013,Kesehatan,342,Gudang B,Tersedia,2612539.41,2025-05-12
1014,PRD1014,Produk_1014,Makanan & Minuman,325,Gudang A,Tersedia,631990.67,2025-05-01
1015,PRD1015,Produk_1015,Otomotif,301,Gudang A,Tersedia,4807458.56,2025-05-13
1016,PRD1016,Produk_1016,Pakaian,497,Gudang B,Tersedia,3183194.72,2025-05-13
1017,PRD1017,Produk_1017,Makanan & Minuman,363,Gudang C,Habis,3831683.44,2025-05-05
1018,PRD1018,Produk_1018,Makanan & Minuman,378,Gudang A,Habis,405273.62,2025-05-10
1019,PRD1019,Produk_1019,Peralatan Rumah Tangga,426,Gudang C,Tersedia,244821.31,2025-05-05
1020,PRD1020,Produk_1020,Makanan & Minuman,492,Gudang C,Tersedia,107045.77,2025-05-05
1021,PRD1021,Produk_1021,Otomotif,20,Gudang C,Habis,952082.2,2025-05-10
1022,PRD1022,Produk_1022,Otomotif,406,Gudang A,Tersedia,2077897.9,2025-05-06
1023,PRD1023,Produk_1023,Elektronik,106,Gudang C,Habis,4679772.41,2025-05-08
1024,PRD1024,Produk_1024,Otomotif,335,Gudang A,Habis,2290727.7,2025-05-03
1025,PRD1025,Produk_1025,Otomotif,302,Gudang C,Habis,1458372.98,2025-05-09
1026,PRD1026,Produk_1026,Peralatan Rumah Tangga,116,Gudang A,Tersedia,2814056.92,2025-05-13
1027,PRD1027,Produk_1027,Otomotif,123,Gudang C,Tersedia,568553.54,2025-05-01
1028,PRD1028,Produk_1028,Elektronik,398,Gudang B,Tersedia,3051434.4,2025-05-04
1029,PRD1029,Produk_1029,Pakaian,280,Gudang C,Habis,2846475.45,2025-05-09
1030,PRD1030,Produk_1030,Peralatan Rumah Tangga,291,Gudang C,Tersedia,3962045.24,2025-05-15
1031,PRD1031,Produk_1031,Pakaian,202,Gudang A,Habis,4933571.18,2025-05-14
1032,PRD1032,Produk_1032,Peralatan Rumah Tangga,50,Gudang A,Tersedia,1261858.62,2025-05-08
1033,PRD1033,Produk_1033,Kesehatan,270,Gudang C,Tersedia,2553185.69,2025-05-10
1034,PRD1034,Produk_1034,Makanan & Minuman,323,Gudang B,Tersedia,4545238.38,2025-05-09
1035,PRD1035,Produk_1035,Kesehatan,276,Gudang B,Tersedia,3928097.52,2025-05-01
1036,PRD1036,Produk_1036,Otomotif,140,Gudang A,Tersedia,2442157.45,2025-05-09
1037,PRD1037,Produk_1037,Pakaian,469,Gudang B,Tersedia,4727404.53,2025-05-03
1038,PRD1038,Produk_1038,Otomotif,274,Gudang C,Segera Habis,295611.1,2025-05-11
1039,PRD1039,Produk_1039,Makanan & Minuman,289,Gudang A,Tersedia,4655683.11,2025-05-12
1040,PRD1040,Produk_1040,Peralatan Rumah Tangga,333,Gudang C,Tersedia,262031.89,2025-05-10
1041,PRD1041,Produk_1041,Makanan & Minuman,380,Gudang A,Tersedia,2741050.67,2025-05-09
1042,PRD1042,Produk_1042,Elektronik,451,Gudang A,Habis,4453300.33,2025-05-01
1043,PRD1043,Produk_1043,Makanan & Minuman,495,Gudang A,Habis,1320977.51,2025-05-01
1044,PRD1044,Produk_1044,Elektronik,372,Gudang A,Tersedia,2366520.01,2025-05-09
1045,PRD1045,Produk_1045,Makanan & Minuman,51,Gudang B,Habis,1628401.11,2025-05-11
1046,PRD1046,Produk_1046,Elektronik,493,Gudang C,Habis,4761198.15,2025-05-14
1047,PRD1047,Produk_1047,Pakaian,26,Gudang C,Tersedia,4119991.52,2025-05-06
1048,PRD1048,Produk_1048,Otomotif,156,Gudang C,Tersedia,3547917.54,2025-05-04
1049,PRD1049,Produk_1049,Otomotif,238,Gudang A,Tersedia,2942258.66,2025-05-07
1050,PRD1050,Produk_1050,Kesehatan,155,Gudang B,Tersedia,4104753.03,2025-05-05
1051,PRD1051,Produk_1051,Otomotif,290,Gudang C,Habis,1967412.54,2025-05-10
1052,PRD1052,Produk_1052,Peralatan Rumah Tangga,135,Gudang B,Tersedia,2243283.76,2025-05-14
1053,PRD1053,Produk_1053,Makanan & Minuman,143,Gudang A,Segera Habis,3652708.59,2025-05-07
1054,PRD1054,Produk_1054,Kesehatan,105,Gudang C,Tersedia,1795196.27,2025-05-08
1055,PRD1055,Produk_1055,Peralatan Rumah Tangga,419,Gudang B,Tersedia,328865.7,2025-05-08
1056,PRD1056,Produk_1056,Peralatan Rumah Tangga,157,Gudang A,Tersedia,380929.7,2025-05-01
1057,PRD1057,Produk_1057,Elektronik,145,Gudang B,Tersedia,585660.38,2025-05-08
1058,PRD1058,Produk_1058,Otomotif,1,Gudang C,Habis,4349709.8,2025-05-06
1059,PRD1059,Produk_1059,Pakaian,432,Gudang C,Habis,2366409.86,2025-05-04
1060,PRD1060,Produk_1060,Pakaian,76,Gudang A,Tersedia,3567283.02,2025-05-13
1061,PRD1061,Produk_1061,Kesehatan,131,Gudang A,Tersedia,1970617.58,2025-05-14
1062,PRD1062,Produk_1062,Pakaian,89,Gudang A,Tersedia,1300967.63,2025-05-12
1063,PRD1063,Produk_1063,Makanan & Minuman,344,Gudang B,Tersedia,1742488.92,2025-05-08
1064,PRD1064,Produk_1064,Pakaian,349,Gudang B,Tersedia,3972969.9,2025-05-03
1065,PRD1065,Produk_1065,Kesehatan,458,Gudang B,Tersedia,3129828.46,2025-05-13
1066,PRD1066,Produk_1066,Pakaian,262,Gudang A,Tersedia,4688822.5,2025-05-04
1067,PRD1067,Produk_1067,Makanan & Minuman,350,Gudang C,Segera Habis,3401726.85,2025-05-15
1068,PRD1068,Produk_1068,Elektronik,107,Gudang C,Tersedia,2855206.34,2025-05-06
1069,PRD1069,Produk_1069,Kesehatan,73,Gudang B,Tersedia,3054878.08,2025-05-11
1070,PRD1070,Produk_1070,Elektronik,38,Gudang B,Tersedia,4712433.48,2025-05-07
1071,PRD1071,Produk_1071,Elektronik,396,Gudang C,Tersedia,3943122.64,2025-05-04
1072,PRD1072,Produk_1072,Elektronik,158,Gudang C,Tersedia,129965.77,2025-05-04
1073,PRD1073,Produk_1073,Peralatan Rumah Tangga,70,Gudang B,Segera Habis,2675357.08,2025-05-07
1074,PRD1074,Produk_1074,Otomotif,446,Gudang B,Habis,3444808.67,2025-05-06
1075,PRD1075,Produk_1075,Peralatan Rumah Tangga,311,Gudang C,Tersedia,3746005.41,2025-05-13
1076,PRD1076,Produk_1076,Otomotif,240,Gudang A,Tersedia,1073579.18,2025-05-11
1077,PRD1077,Produk_1077,Elektronik,425,Gudang B,Tersedia,4337215.0,2025-05-08
1078,PRD1078,Produk_1078,Kesehatan,444,Gudang C,Habis,4779657.3,2025-05-01
1079,PRD1079,Produk_1079,Otomotif,297,Gudang C,Tersedia,1191209.38,2025-05-10
1080,PRD1080,Produk_1080,Makanan & Minuman,439,Gudang C,Tersedia,4414251.13,2025-05-13
1081,PRD1081,Produk_1081,Makanan & Minuman,35,Gudang C,Tersedia,493924.02,2025-05-11
1082,PRD1082,Produk_1082,Pakaian,83,Gudang A,Tersedia,287977.11,2025-05-07
1083,PRD1083,Produk_1083,Otomotif,451,Gudang C,Tersedia,654826.76,2025-05-12
1084,PRD1084,Produk_1084,Kesehatan,373,Gudang B,Segera Habis,298127.99,2025-05-07
1085,PRD1085,Produk_1085,Peralatan Rumah Tangga,262,Gudang A,Tersedia,4226611.06,2025-05-11
1086,PRD1086,Produk_1086,Elektronik,309,Gudang C,Tersedia,304660.22,2025-05-07
1087,PRD1087,Produk_1087,Pakaian,384,Gudang A,Tersedia,1365604.31,2025-05-07
1088,PRD1088,Produk_1088,Makanan & Minuman,171,Gudang B,Habis,527744.15,2025-05-10
1089,PRD1089,Produk_1089,Peralatan Rumah Tangga,375,Gudang C,Segera Habis,1484155.96,2025-05-14
1090,PRD1090,Produk_1090,Peralatan Rumah Tangga,172,Gudang B,Tersedia,461891.74,2025-05-10
1091,PRD1091,Produk_1091,Elektronik,361,Gudang C,Habis,3343336.22,2025-05-08
1092,PRD1092,Produk_1092,Otomotif,46,Gudang C,Tersedia,675300.81,2025-05-09
1093,PRD1093,Produk_1093,Makanan & Minuman,378,Gudang C,Tersedia,4260711.17,2025-05-09
1094,PRD1094,Produk_1094,Kesehatan,140,Gudang C,Tersedia,4087783.34,2025-05-02
1095,PRD1095,Produk_1095,Peralatan Rumah Tangga,374,Gudang C,Tersedia,78171.81,2025-05-13
1096,PRD1096,Produk_1096,Elektronik,405,Gudang A,Tersedia,4479674.51,2025-05-13
1097,PRD1097,Produk_1097,Kesehatan,117,Gudang C,Tersedia,154432.14,2025-05-07
1098,PRD1098,Produk_1098,Otomotif,276,Gudang C,Tersedia,1205832.47,2025-05-07
1099,PRD1099,Produk_1099,Makanan & Minuman,213,Gudang A,Segera Habis,171621.8,2025-05-04
1100,PRD1100,Produk_1100,Otomotif,219,Gudang A,Tersedia,1685859.0,2025-05-09
1101,PRD1101,Produk_1101,Peralatan Rumah Tangga,392,Gudang A,Tersedia,2574193.96,2025-05-08
1102,PRD1102,Produk_1102,Kesehatan,25,Gudang A,Tersedia,3985257.9,2025-05-12
1103,PRD1103,Produk_1103,Kesehatan,8,Gudang A,Habis,1696527.94,2025-05-01
1104,PRD1104,Produk_1104,Kesehatan,270,Gudang A,Tersedia,3530395.22,2025-05-02
1105,PRD1105,Produk_1105,Peralatan Rumah Tangga,9,Gudang C,Tersedia,945647.24,2025-05-13
1106,PRD1106,Produk_1106,Peralatan Rumah Tangga,471,Gudang C,Segera Habis,3755486.3,2025-05-15
1107,PRD1107,Produk_1107,Otomotif,377,Gudang B,Tersedia,1187623.06,2025-05-13
1108,PRD1108,Produk_1108,Pakaian,120,Gudang C,Tersedia,726288.33,2025-05-02
1109,PRD1109,Produk_1109,Otomotif,124,Gudang C,Habis,935190.16,2025-05-12
1110,PRD1110,Produk_1110,Makanan & Minuman,169,Gudang A,Tersedia,918495.01,2025-05-12
1111,PRD1111,Produk_1111,Elektronik,71,Gudang A,Tersedia,2569185.77,2025-05-11
1112,PRD1112,Produk_1112,Kesehatan,151,Gudang C,Tersedia,4225539.93,2025-05-15
1113,PRD1113,Produk_1113,Pakaian,207,Gudang B,Tersedia,407229.33,2025-05-15
1114,PRD1114,Produk_1114,Elektronik,48,Gudang A,Tersedia,3537712.03,2025-05-08
1115,PRD1115,Produk_1115,Pakaian,153,Gudang C,Tersedia,3275188.83,2025-05-15
1116,PRD1116,Produk_1116,Otomotif,346,Gudang C,Tersedia,4363874.56,2025-05-01
1117,PRD1117,Produk_1117,Peralatan Rumah Tangga,292,Gudang B,Tersedia,1228296.33,2025-05-04
1118,PRD1118,Produk_1118,Kesehatan,67,Gudang B,Habis,2256048.19,2025-05-10
1119,PRD1119,Produk_1119,Otomotif,49,Gudang A,Tersedia,4629878.6,2025-05-12
1120,PRD1120,Produk_1120,Elektronik,151,Gudang B,Tersedia,3303367.32,2025-05-05
1121,PRD1121,Produk_1121,Elektronik,18,Gudang C,Habis,1949954.38,2025-05-09
1122,PRD1122,Produk_1122,Elektronik,99,Gudang C,Tersedia,665747.79,2025-05-07
1123,PRD1123,Produk_1123,Elektronik,59,Gudang B,Tersedia,1319800.19,2025-05-08
1124,PRD1124,Produk_1124,Elektronik,166,Gudang B,Segera Habis,2910265.23,2025-05-14
1125,PRD1125,Produk_1125,Pakaian,201,Gudang B,Tersedia,3593658.06,2025-05-11
1126,PRD1126,Produk_1126,Otomotif,344,Gudang B,Tersedia,630865.22,2025-05-09
1127,PRD1127,Produk_1127,Kesehatan,145,Gudang A,Habis,3001990.33,2025-05-13
1128,PRD1128,Produk_1128,Peralatan Rumah Tangga,402,Gudang B,Tersedia,2756252.88,2025-05-07
1129,PRD1129,Produk_1129,Peralatan Rumah Tangga,163,Gudang A,Tersedia,2574637.68,2025-05-05
1130,PRD1130,Produk_1130,Otomotif,457,Gudang C,Tersedia,3453714.36,2025-05-13
1131,PRD1131,Produk_1131,Otomotif,480,Gudang B,Tersedia,4188873.48,2025-05-15
1132,PRD1132,Produk_1132,Peralatan Rumah Tangga,438,Gudang A,Tersedia,1621718.52,2025-05-05
1133,PRD1133,Produk_1133,Peralatan Rumah Tangga,241,Gudang B,Segera Habis,4446170.83,2025-05-10
1134,PRD1134,Produk_1134,Pakaian,68,Gudang C,Tersedia,811561.73,2025-05-11
1135,PRD1135,Produk_1135,Makanan & Minuman,174,Gudang C,Habis,873389.11,2025-05-06
1136,PRD1136,Produk_1136,Kesehatan,48,Gudang C,Tersedia,1341192.6,2025-05-05
1137,PRD1137,Produk_1137,Elektronik,482,Gudang B,Habis,606459.04,2025-05-13
1138,PRD1138,Produk_1138,Makanan & Minuman,107,Gudang B,Habis,1159292.93,2025-05-12
1139,PRD1139,Produk_1139,Otomotif,225,Gudang A,Tersedia,540994.7,2025-05-11
1140,PRD1140,Produk_1140,Peralatan Rumah Tangga,160,Gudang C,Tersedia,4110544.56,2025-05-09
